No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,SVM_Predict
830,2013,4,4,13,82.0,130.0,81.0,115.0,2500.0,19.0,10.7,1007.2,-3.8,0.0,N,2.7,Wanliu,119.41104093979604
831,2013,4,4,14,99.0,176.0,84.0,129.0,2600.0,17.0,8.3,1007.1,1.7,0.1,NNE,2.2,Wanliu,156.88839033894308
832,2013,4,4,15,88.0,215.0,58.0,126.0,2299.0,17.0,6.8,1007.1,3.9,0.0,NNE,2.0,Wanliu,180.66785950352556
833,2013,4,4,16,77.0,146.0,20.0,109.0,1899.0,22.0,6.0,1007.4,4.2,1.4,NNE,1.7,Wanliu,113.51176155262917
834,2013,4,4,17,84.0,116.0,7.0,114.0,2100.0,8.0,5.8,1007.8,4.0,0.7,NE,1.8,Wanliu,98.27163847752122
835,2013,4,4,18,84.0,116.0,7.0,114.0,2299.0,6.0,5.7,1008.5,4.2,1.3,NNE,1.9,Wanliu,99.24382645689066
836,2013,4,4,19,88.0,98.0,8.0,107.0,2299.0,4.0,5.6,1009.3,4.6,1.9,NE,1.2,Wanliu,84.4970790983663
837,2013,4,4,20,97.0,98.0,8.0,105.0,2299.0,3.0,5.6,1009.7,4.7,0.9,NE,1.3,Wanliu,85.01726680827201
838,2013,4,4,21,97.0,98.0,8.0,105.0,2299.0,2.0,5.7,1010.1,4.8,0.1,NE,1.7,Wanliu,85.01726680827201
839,2013,4,4,22,89.0,95.0,8.0,97.0,2299.0,2.0,5.8,1010.1,5.1,0.7,NE,0.0,Wanliu,84.50711917718202
840,2013,4,4,23,95.0,97.0,9.0,97.0,2299.0,2.0,5.9,1010.7,5.3,1.1,NE,1.7,Wanliu,85.45263591726857
841,2013,4,5,0,95.0,97.0,9.0,97.0,2200.0,2.0,5.9,1010.9,5.5,0.3,NE,1.2,Wanliu,85.48868029993808
842,2013,4,5,1,100.0,103.0,9.0,90.0,2100.0,9.0,6.1,1011.4,5.7,0.2,E,0.7,Wanliu,93.19245579464763
843,2013,4,5,2,122.0,102.0,8.0,68.0,2000.0,14.0,6.1,1011.5,5.7,0.4,NE,0.4,Wanliu,101.35807437205379
844,2013,4,5,3,122.0,93.0,9.0,68.0,,,6.3,1010.9,5.9,0.8,E,0.7,Wanliu,90.8679576543902
845,2013,4,5,4,121.0,94.0,9.0,58.0,2000.0,,6.2,1010.8,5.9,0.5,N,0.9,Wanliu,95.03507504518507
846,2013,4,5,5,118.0,86.0,8.0,81.0,1899.0,2.0,6.1,1010.7,5.8,0.1,NE,0.9,Wanliu,80.43138583604816
847,2013,4,5,6,118.0,78.0,8.0,81.0,2000.0,2.0,6.3,1010.9,6.0,0.0,ENE,1.6,Wanliu,73.28138998831147
848,2013,4,5,7,117.0,93.0,8.0,78.0,2100.0,2.0,6.9,1011.4,6.3,0.1,NE,1.1,Wanliu,88.70616460653697
849,2013,4,5,8,105.0,115.0,9.0,74.0,2100.0,2.0,8.0,1012.1,6.6,0.0,WSW,1.2,Wanliu,111.96620989624577
850,2013,4,5,9,137.0,115.0,19.0,71.0,2000.0,9.0,9.7,1012.4,7.1,0.0,W,0.7,Wanliu,102.88617219293519
851,2013,4,5,10,137.0,115.0,19.0,71.0,2100.0,11.0,12.1,1012.5,3.6,0.0,NNW,2.7,Wanliu,103.30821629928835
852,2013,4,5,11,142.0,47.0,48.0,74.0,1700.0,17.0,13.1,1012.5,-2.4,0.0,WNW,3.8,Wanliu,43.406859998239916
853,2013,4,5,12,45.0,45.0,42.0,48.0,700.0,48.0,13.0,1012.3,-3.8,0.0,WNW,3.5,Wanliu,39.71245534945911
854,2013,4,5,13,45.0,6.0,42.0,48.0,400.0,64.0,13.4,1011.7,-4.8,0.0,NW,4.2,Wanliu,14.829135129806076
855,2013,4,5,14,3.0,6.0,3.0,30.0,400.0,74.0,12.4,1012.1,-3.4,0.0,N,5.5,Wanliu,10.897031102241584
856,2013,4,5,15,3.0,6.0,3.0,30.0,300.0,74.0,11.0,1012.9,-2.1,0.0,N,4.3,Wanliu,8.574158558239517
857,2013,4,5,16,21.0,50.0,16.0,43.0,300.0,68.0,10.7,1013.3,-3.8,0.0,NNW,4.0,Wanliu,19.779533115173066
858,2013,4,5,17,21.0,50.0,16.0,43.0,300.0,70.0,10.0,1014.1,-6.0,0.0,NNE,3.2,Wanliu,19.779533115173066
859,2013,4,5,18,3.0,6.0,11.0,43.0,300.0,73.0,8.8,1015.7,-7.0,0.0,N,4.0,Wanliu,7.958597280881733
860,2013,4,5,19,19.0,19.0,4.0,37.0,300.0,78.0,7.7,1017.3,-8.8,0.0,N,4.0,Wanliu,11.59776307468934
861,2013,4,5,20,16.0,16.0,3.0,32.0,300.0,83.0,7.3,1017.9,-8.7,0.0,N,4.1,Wanliu,10.957358113135868
862,2013,4,5,21,16.0,16.0,3.0,32.0,300.0,84.0,6.5,1017.8,-9.0,0.0,NNE,2.4,Wanliu,10.957358113135868
863,2013,4,5,22,19.0,19.0,3.0,28.0,300.0,80.0,5.9,1018.1,-8.8,0.0,NE,2.0,Wanliu,11.568294242305072
864,2013,4,5,23,19.0,8.0,3.0,28.0,300.0,70.0,5.0,1017.6,-7.8,0.0,NNE,1.6,Wanliu,9.01478814727507
865,2013,4,6,0,7.0,8.0,3.0,34.0,400.0,58.0,4.9,1016.9,-7.9,0.0,NE,2.1,Wanliu,11.594992067127833
866,2013,4,6,1,7.0,8.0,3.0,40.0,400.0,52.0,2.3,1016.4,-3.0,0.0,WNW,0.6,Wanliu,11.680611630397664
867,2013,4,6,2,6.0,9.0,3.0,45.0,400.0,29.0,3.4,1015.7,-7.4,0.0,NNE,1.3,Wanliu,12.068465539996097
868,2013,4,6,3,12.0,40.0,3.0,58.0,500.0,2.0,0.6,1015.0,-5.9,0.0,W,0.7,Wanliu,25.492538687921872
869,2013,4,6,4,13.0,35.0,3.0,85.0,700.0,2.0,-0.8,1014.9,-4.7,0.0,SSE,0.5,Wanliu,30.29202292046184
870,2013,4,6,5,14.0,24.0,3.0,88.0,600.0,7.0,-1.3,1014.9,-4.3,0.0,W,0.4,Wanliu,24.570836103501286
871,2013,4,6,6,9.0,9.0,3.0,77.0,600.0,6.0,0.8,1015.0,-2.1,0.0,WSW,0.6,Wanliu,18.40248453893298
872,2013,4,6,7,16.0,56.0,3.0,71.0,800.0,2.0,6.3,1014.9,-6.3,0.0,NE,1.5,Wanliu,43.01789353265192
873,2013,4,6,8,19.0,45.0,5.0,77.0,700.0,14.0,8.5,1014.7,-8.6,0.0,NNE,2.3,Wanliu,33.16882623722669
874,2013,4,6,9,19.0,19.0,19.0,68.0,600.0,41.0,9.8,1014.3,-7.0,0.0,NW,1.5,Wanliu,18.047759989566117
875,2013,4,6,10,22.0,8.0,20.0,52.0,400.0,67.0,10.8,1013.4,-10.1,0.0,NNW,4.2,Wanliu,10.658012364439927
876,2013,4,6,11,14.0,6.0,17.0,37.0,400.0,84.0,11.3,1012.1,-7.1,0.0,W,1.6,Wanliu,10.630545105098335
877,2013,4,6,12,3.0,6.0,14.0,34.0,400.0,86.0,12.6,1010.6,-5.0,0.0,W,2.5,Wanliu,10.543663641321203
878,2013,4,6,13,3.0,13.0,14.0,39.0,500.0,85.0,14.4,1009.4,-9.7,0.0,NW,2.3,Wanliu,14.552285829783798
879,2013,4,6,14,3.0,6.0,17.0,48.0,900.0,86.0,14.9,1008.4,-10.7,0.0,NNW,2.6,Wanliu,13.952611203024645
880,2013,4,6,15,3.0,6.0,19.0,60.0,1200.0,88.0,15.1,1006.9,-10.6,0.0,WNW,1.6,Wanliu,13.365677906617123
881,2013,4,6,16,3.0,10.0,18.0,70.0,1399.0,92.0,15.2,1006.1,-9.7,0.0,NNE,1.3,Wanliu,16.27954274303491
882,2013,4,6,17,3.0,6.0,14.0,76.0,1500.0,91.0,14.7,1005.6,-2.3,0.0,SW,1.2,Wanliu,15.0446590620231
883,2013,4,6,18,3.0,9.0,13.0,82.0,1300.0,88.0,12.4,1005.7,-8.2,0.0,SW,2.8,Wanliu,19.122384016543165
884,2013,4,6,19,3.0,12.0,9.0,82.0,1100.0,66.0,11.7,1005.8,-7.7,0.0,SW,3.7,Wanliu,22.16453982256771
885,2013,4,6,20,20.0,56.0,5.0,107.0,700.0,50.0,10.6,1006.2,-6.7,0.0,SW,2.5,Wanliu,36.79310573760246
886,2013,4,6,21,36.0,97.0,7.0,101.0,600.0,45.0,9.8,1006.0,-7.0,0.0,SSW,2.6,Wanliu,42.38372554666297
887,2013,4,6,22,36.0,97.0,7.0,105.0,600.0,32.0,9.2,1005.7,-6.7,0.0,SSW,1.9,Wanliu,41.86578047005368
888,2013,4,6,23,41.0,84.0,13.0,105.0,600.0,27.0,8.2,1005.5,-6.0,0.0,SW,2.5,Wanliu,38.295427478573075
889,2013,4,7,0,49.0,96.0,16.0,102.0,600.0,23.0,6.6,1005.2,-2.8,0.0,SW,1.4,Wanliu,41.32322136647539
890,2013,4,7,1,58.0,112.0,21.0,97.0,700.0,17.0,4.0,1004.4,-2.4,0.0,WSW,1.0,Wanliu,52.606190680350124
891,2013,4,7,2,63.0,120.0,26.0,95.0,,,2.9,1004.1,-1.8,0.0,W,0.6,Wanliu,57.26577454208145
892,2013,4,7,3,73.0,113.0,25.0,96.0,700.0,9.0,2.0,1004.0,-0.6,0.0,W,0.1,Wanliu,54.55235951098125
893,2013,4,7,4,73.0,113.0,25.0,96.0,900.0,2.0,2.7,1004.3,-2.2,0.0,ENE,1.5,Wanliu,64.41054911403437
894,2013,4,7,5,67.0,157.0,13.0,97.0,1100.0,2.0,3.0,1004.9,-1.7,0.0,NE,1.4,Wanliu,98.0273313265642
895,2013,4,7,6,61.0,171.0,11.0,89.0,2000.0,2.0,3.1,1005.1,-1.7,0.0,NE,2.2,Wanliu,158.03299271355087
896,2013,4,7,7,80.0,124.0,15.0,94.0,3000.0,2.0,4.8,1005.4,-1.9,0.0,NE,1.9,Wanliu,103.94309077179724
897,2013,4,7,8,93.0,95.0,19.0,89.0,2100.0,9.0,6.3,1005.2,-1.1,0.0,ENE,2.5,Wanliu,79.16875223918215
898,2013,4,7,9,76.0,95.0,34.0,76.0,1899.0,18.0,7.5,1004.6,-1.7,0.0,ENE,1.8,Wanliu,77.81173922245871
899,2013,4,7,10,74.0,96.0,50.0,76.0,1899.0,25.0,9.3,1003.8,-1.2,0.0,ESE,1.7,Wanliu,79.61929934146636
900,2013,4,7,11,86.0,117.0,56.0,78.0,1700.0,40.0,10.9,1002.7,-0.9,0.0,E,1.1,Wanliu,96.71931631032291
901,2013,4,7,12,90.0,117.0,54.0,68.0,1399.0,48.0,12.7,1001.3,0.1,0.0,E,2.0,Wanliu,96.04195295351667
902,2013,4,7,13,92.0,129.0,55.0,69.0,1300.0,59.0,13.6,999.7,0.2,0.0,SSW,1.4,Wanliu,103.62347030967479
903,2013,4,7,14,106.0,129.0,56.0,73.0,1100.0,71.0,15.1,998.5,-3.3,0.0,WSW,2.2,Wanliu,99.78530170378059
904,2013,4,7,15,87.0,111.0,66.0,71.0,1399.0,80.0,15.3,997.9,-2.7,0.0,W,0.8,Wanliu,94.25594803481619
905,2013,4,7,16,128.0,150.0,75.0,75.0,1300.0,82.0,14.9,996.9,-2.5,0.0,SW,2.5,Wanliu,125.21668086129708
906,2013,4,7,17,121.0,135.0,70.0,81.0,1100.0,71.0,13.3,997.7,1.9,0.0,SSE,1.7,Wanliu,109.62946142972311
907,2013,4,7,18,109.0,234.0,60.0,94.0,1100.0,49.0,12.2,1000.0,0.6,0.0,NE,2.8,Wanliu,160.46609751529584
908,2013,4,7,19,84.0,152.0,48.0,89.0,1000.0,43.0,12.0,1001.2,0.4,0.0,NE,1.8,Wanliu,102.02281230484883
909,2013,4,7,20,93.0,138.0,52.0,79.0,1000.0,47.0,11.8,1002.8,1.1,0.0,NNW,4.0,Wanliu,99.10111678297808
910,2013,4,7,21,97.0,183.0,52.0,94.0,1000.0,28.0,10.5,1003.1,3.3,0.0,NE,2.7,Wanliu,120.79287320342642
911,2013,4,7,22,91.0,194.0,29.0,53.0,800.0,51.0,9.5,1002.5,3.2,0.0,NE,0.0,Wanliu,102.76549495322593
912,2013,4,7,23,91.0,194.0,29.0,53.0,800.0,32.0,8.3,1002.2,3.1,0.0,NE,1.0,Wanliu,102.76549495322593
913,2013,4,8,0,76.0,86.0,17.0,60.0,900.0,13.0,6.3,1002.2,3.6,0.0,NNW,1.1,Wanliu,59.64332914912986
914,2013,4,8,1,75.0,80.0,15.0,74.0,1000.0,2.0,5.2,1003.0,3.7,0.0,SW,1.1,Wanliu,56.96589224944659
915,2013,4,8,2,75.0,97.0,11.0,87.0,900.0,2.0,9.5,1004.2,-11.2,0.0,WNW,3.3,Wanliu,60.04801567964624
916,2013,4,8,3,61.0,76.0,11.0,84.0,700.0,28.0,8.8,1003.6,-13.6,0.0,NNW,4.5,Wanliu,42.496240107115085
917,2013,4,8,4,49.0,152.0,10.0,56.0,300.0,87.0,7.5,1004.6,-15.4,0.0,N,2.2,Wanliu,31.681841718660756
918,2013,4,8,5,27.0,153.0,9.0,8.0,300.0,87.0,7.3,1005.5,-16.9,0.0,NNW,4.5,Wanliu,29.95339499413457
919,2013,4,8,6,24.0,119.0,8.0,9.0,300.0,88.0,7.1,1006.5,-17.1,0.0,NNW,4.1,Wanliu,27.253933928514357
920,2013,4,8,7,21.0,82.0,6.0,9.0,400.0,85.0,7.9,1007.3,-13.1,0.0,NW,3.9,Wanliu,29.75701387025105
921,2013,4,8,8,11.0,133.0,8.0,17.0,400.0,81.0,8.8,1007.4,-11.2,0.0,WNW,5.6,Wanliu,43.688817227912786
922,2013,4,8,9,10.0,133.0,7.0,17.0,300.0,85.0,10.1,1007.6,-9.6,0.0,WNW,5.6,Wanliu,31.157356313852894
923,2013,4,8,10,12.0,100.0,6.0,14.0,300.0,86.0,10.3,1007.5,-12.4,0.0,NNW,6.1,Wanliu,25.909450708542337
924,2013,4,8,11,8.0,71.0,6.0,16.0,400.0,87.0,11.4,1006.8,-12.1,0.0,NNW,5.0,Wanliu,28.80278887305743
925,2013,4,8,12,9.0,72.0,6.0,13.0,300.0,93.0,11.7,1006.8,-11.2,0.0,NW,7.6,Wanliu,21.18489736740885
926,2013,4,8,13,8.0,71.0,6.0,12.0,300.0,94.0,12.3,1006.9,-10.1,0.0,NW,7.0,Wanliu,20.78603780513521
927,2013,4,8,14,8.0,95.0,5.0,10.0,300.0,92.0,12.2,1006.8,-10.8,0.0,NW,4.3,Wanliu,23.749128865369897
928,2013,4,8,15,13.0,107.0,4.0,11.0,,89.0,10.1,1007.5,-10.1,0.0,NNW,7.4,Wanliu,25.6751831593418
929,2013,4,8,16,18.0,228.0,,10.0,,87.0,10.8,1007.9,-11.3,0.0,NNW,3.5,Wanliu,36.85032164688742
930,2013,4,8,17,18.0,227.0,,9.0,200.0,80.0,9.8,1008.4,-12.8,0.0,NNW,5.4,Wanliu,15.010127652065734
931,2013,4,8,18,26.0,186.0,21.0,18.0,,78.0,9.2,1009.3,-12.6,0.0,NW,5.0,Wanliu,21.44005650402636
932,2013,4,8,19,12.0,186.0,21.0,28.0,300.0,76.0,8.7,1010.3,-12.5,0.0,NNW,6.1,Wanliu,37.98456481178507
933,2013,4,8,20,15.0,173.0,22.0,36.0,300.0,78.0,8.4,1010.9,-11.6,0.0,NW,5.8,Wanliu,38.458453714326346
934,2013,4,8,21,12.0,116.0,25.0,39.0,200.0,78.0,8.1,1010.9,-11.8,0.0,NNW,4.5,Wanliu,27.97191929903442
935,2013,4,8,22,7.0,115.0,27.0,38.0,200.0,80.0,7.7,1010.6,-11.1,0.0,NNW,4.7,Wanliu,30.090261917199747
936,2013,4,8,23,10.0,83.0,26.0,37.0,200.0,82.0,7.3,1010.2,-10.5,0.0,NNW,5.1,Wanliu,26.36100332162156
937,2013,4,9,0,5.0,84.0,27.0,34.0,200.0,80.0,6.6,1010.4,-9.4,0.0,NW,4.1,Wanliu,27.906353783993985
938,2013,4,9,1,11.0,79.0,30.0,33.0,200.0,81.0,6.2,1010.5,-8.2,0.0,NW,2.9,Wanliu,30.165237618337684
939,2013,4,9,2,10.0,60.0,31.0,30.0,100.0,82.0,6.0,1010.8,-9.5,0.0,NNW,4.2,Wanliu,22.653248863514555
940,2013,4,9,3,11.0,47.0,10.0,28.0,,,6.2,1011.4,-9.7,0.0,N,4.8,Wanliu,6.903860696105582
941,2013,4,9,4,7.0,29.0,10.0,22.0,300.0,,6.0,1012.3,-10.3,0.0,NNW,5.4,Wanliu,14.489265539749908
942,2013,4,9,5,9.0,21.0,11.0,25.0,300.0,79.0,5.1,1013.3,-9.9,0.0,NW,1.3,Wanliu,12.726185164700041
943,2013,4,9,6,10.0,16.0,11.0,25.0,300.0,72.0,6.1,1013.7,-10.2,0.0,NNW,6.0,Wanliu,11.470763860174102
944,2013,4,9,7,9.0,24.0,10.0,34.0,300.0,67.0,7.0,1013.9,-9.0,0.0,NNW,3.7,Wanliu,12.91401023569523
945,2013,4,9,8,10.0,26.0,11.0,46.0,300.0,72.0,7.5,1015.1,-9.9,0.0,NNW,6.2,Wanliu,12.910113121368724
946,2013,4,9,9,5.0,26.0,10.0,44.0,300.0,79.0,8.5,1015.7,-9.5,0.0,NW,5.2,Wanliu,12.939801868546539
947,2013,4,9,10,11.0,30.0,9.0,37.0,300.0,80.0,9.5,1015.9,-8.6,0.0,NW,5.2,Wanliu,14.148364161524654
948,2013,4,9,11,12.0,24.0,10.0,33.0,300.0,81.0,11.0,1015.4,-7.3,0.0,WNW,3.8,Wanliu,12.960170845702777
949,2013,4,9,12,12.0,24.0,10.0,33.0,,86.3226,11.4,1015.1,-9.6,0.0,NNW,3.9,Wanliu,12.960170845702777
950,2013,4,9,13,14.0,20.0,9.0,36.0,300.0,90.0,11.5,1015.1,-9.0,0.0,N,5.0,Wanliu,11.74861242608597
951,2013,4,9,14,11.0,23.0,9.0,36.0,200.0,91.0,11.3,1015.0,-8.1,0.0,NNE,4.5,Wanliu,8.749686376595648
952,2013,4,9,15,8.0,30.0,9.0,35.0,200.0,87.0,11.3,1014.4,-8.6,0.0,NNE,3.7,Wanliu,9.948805182800712
953,2013,4,9,16,10.0,35.0,9.0,35.0,200.0,86.0,10.3,1015.3,-7.0,0.0,NNW,7.0,Wanliu,10.7429067286932
954,2013,4,9,17,14.0,63.0,9.0,35.0,200.0,81.0,9.2,1015.5,-7.1,0.0,NNW,3.8,Wanliu,14.635248549426507
955,2013,4,9,18,10.0,46.0,10.0,35.0,200.0,79.0,8.2,1015.6,-7.5,0.0,NW,2.0,Wanliu,12.603842651877898
956,2013,4,9,19,10.0,46.0,10.0,35.0,200.0,73.0,8.2,1016.8,-10.2,0.0,N,3.8,Wanliu,12.603842651877898
957,2013,4,9,20,14.0,16.0,9.0,43.0,200.0,69.0,7.3,1017.3,-10.5,0.0,N,2.2,Wanliu,7.298975350509394
958,2013,4,9,21,10.0,16.0,9.0,52.0,300.0,64.0,6.7,1017.3,-10.6,0.0,NNW,1.6,Wanliu,10.390390512056385
959,2013,4,9,22,14.0,15.0,7.0,59.0,300.0,54.0,6.4,1017.5,-10.0,0.0,N,3.1,Wanliu,10.552326452342115
960,2013,4,9,23,12.0,15.0,8.0,72.0,300.0,49.0,5.7,1017.2,-9.4,0.0,NNW,1.7,Wanliu,11.61693630158453
961,2013,4,10,0,16.0,51.0,9.0,75.0,300.0,56.0,4.6,1016.9,-9.2,0.0,NNW,1.7,Wanliu,17.57887519469844
962,2013,4,10,1,12.0,13.0,10.0,67.0,200.0,59.976000000000006,3.2,1016.6,-6.0,0.0,N,1.4,Wanliu,7.733338803688767
963,2013,4,10,2,10.0,12.0,9.0,62.0,200.0,49.6944,5.1,1016.4,-8.4,0.0,NNW,2.4,Wanliu,7.099541887243987
964,2013,4,10,3,10.0,14.0,10.0,71.0,200.0,52.9074,4.5,1016.1,-8.3,0.0,NNW,1.6,Wanliu,8.405949140367369
965,2013,4,10,4,8.0,14.0,11.0,69.0,200.0,61.6896,5.1,1015.8,-8.4,0.0,NNW,3.9,Wanliu,8.121108093314035
966,2013,4,10,5,4.0,17.0,10.0,59.0,200.0,63.6174,4.9,1015.8,-8.3,0.0,N,1.9,Wanliu,7.627519111867741
967,2013,4,10,6,6.0,9.0,10.0,55.0,200.0,67.0446,5.3,1016.0,-7.9,0.0,NNW,2.7,Wanliu,6.146835395174918
968,2013,4,10,7,7.0,11.0,11.0,50.0,300.0,56.9772,7.3,1016.1,-8.7,0.0,NNW,3.1,Wanliu,9.11513401794322
969,2013,4,10,8,9.0,18.0,12.0,50.0,300.0,61.4754,8.5,1015.9,-9.5,0.0,N,5.0,Wanliu,10.87178604882547
970,2013,4,10,9,7.0,14.0,11.0,41.0,300.0,71.9712,9.4,1015.6,-9.2,0.0,N,3.8,Wanliu,10.121108475167063
971,2013,4,10,10,7.0,14.0,11.0,41.0,200.0,76.4694,11.0,1015.1,-9.9,0.0,NNW,6.4,Wanliu,7.164161612627865
972,2013,4,10,11,8.0,15.0,10.0,39.0,200.0,80.1108,11.3,1014.0,-10.3,0.0,N,4.8,Wanliu,7.331440192841015
973,2013,4,10,12,12.0,21.0,9.0,29.0,200.0,81.8244,11.6,1013.3,-7.8,0.0,NNW,3.0,Wanliu,8.68952495417986
974,2013,4,10,13,18.0,37.0,9.0,28.0,200.0,82.8954,12.0,1012.7,-8.5,0.0,N,4.4,Wanliu,11.26834366176898
975,2013,4,10,14,18.0,37.0,9.0,28.0,200.0,82.0386,12.5,1011.1,-9.3,0.0,NNW,3.0,Wanliu,11.26834366176898
976,2013,4,10,15,20.0,37.0,9.0,29.0,200.0,79.25399999999999,12.0,1010.9,-9.7,0.0,NE,2.1,Wanliu,11.246299767493099
977,2013,4,10,16,7.0,12.0,9.0,40.0,200.0,76.4694,12.8,1010.8,-12.5,0.0,WNW,4.2,Wanliu,6.675393794879852
978,2013,4,10,17,11.0,12.0,10.0,45.0,200.0,74.97,11.4,1011.0,-9.6,0.0,NE,2.0,Wanliu,6.591365301575237
979,2013,4,10,18,12.0,64.0,9.0,51.0,200.0,68.9724,10.3,1011.7,-10.0,0.0,N,0.9,Wanliu,13.860880391661894
980,2013,4,10,19,13.0,36.0,9.0,68.0,300.0,52.6932,8.7,1012.1,-11.3,0.0,N,1.5,Wanliu,14.939147554771608
981,2013,4,10,20,12.0,49.0,8.0,99.0,400.0,24.4188,6.3,1012.9,-4.5,0.0,NNE,0.5,Wanliu,23.721637445617773
982,2013,4,10,21,18.0,78.0,11.0,124.0,500.0,2.9988,4.0,1013.1,-4.2,0.0,SW,0.7,Wanliu,33.0201513376773
983,2013,4,10,22,24.0,71.0,13.0,132.0,700.0,2.0,2.7,1013.4,-3.2,0.0,S,0.6,Wanliu,40.364668232176555
984,2013,4,10,23,25.0,71.0,13.0,132.0,900.0,2.0,2.1,1013.5,-5.1,0.0,SW,0.7,Wanliu,45.883224170408376
985,2013,4,11,0,34.0,91.0,15.0,133.0,800.0,2.0,2.3,1013.4,-5.8,0.0,NE,0.8,Wanliu,47.90114538238778
986,2013,4,11,1,32.0,82.0,15.0,129.0,700.0,2.0,3.8,1013.6,-4.7,0.0,NNE,1.1,Wanliu,42.55923303245648
987,2013,4,11,2,23.0,74.0,14.0,131.0,600.0,2.0,2.9,1013.6,-4.3,0.0,NE,0.6,Wanliu,37.729950010792294
988,2013,4,11,3,23.0,139.0,15.0,126.0,700.0,2.0,3.2,1013.8,-7.3,0.0,N,1.3,Wanliu,54.42856147059314
989,2013,4,11,4,30.0,92.0,14.0,121.0,600.0,2.0,3.2,1013.7,-5.0,0.0,NE,1.2,Wanliu,39.710245276912886
990,2013,4,11,5,26.0,71.0,12.0,117.0,600.0,2.0,2.5,1014.0,-5.9,0.0,NE,0.9,Wanliu,36.03619623461929
991,2013,4,11,6,15.0,28.0,13.0,108.0,600.0,2.142,4.6,1014.8,-9.2,0.0,N,1.8,Wanliu,27.60669286941083
992,2013,4,11,7,15.0,28.0,13.0,102.0341,900.0,2.0,8.9,1015.0,-8.7,0.0,NE,1.7,Wanliu,30.329587326051282
993,2013,4,11,8,16.0,52.0,18.0,97.7228,900.0,9.2106,10.5,1015.1,-11.0,0.0,NNE,2.6,Wanliu,38.41023735585717
994,2013,4,11,9,23.0,42.0,30.0,98.0,600.0,38.3418,11.6,1015.3,-11.3,0.0,N,3.9,Wanliu,31.975364737095525
995,2013,4,11,10,20.0,24.0,22.0,80.0,400.0,67.6872,12.8,1014.8,-11.0,0.0,NNE,3.3,Wanliu,17.665676164654684
996,2013,4,11,11,13.0,20.0,14.0,46.0,300.0,75.1842,14.0,1013.7,-10.7,0.0,NNW,4.8,Wanliu,11.688626581606059
997,2013,4,11,12,4.0,33.0,14.0,46.0,,77.5404,15.3,1012.4,-6.9,0.0,WNW,4.5,Wanliu,14.969331657080417
998,2013,4,11,13,15.0,32.0,12.0,43.0,200.0,84.1806,16.4,1011.8,-8.8,0.0,NW,2.3,Wanliu,10.403656970867104
999,2013,4,11,14,5.0,27.0,11.0,42.0,200.0,86.1084,17.0,1011.0,-9.9,0.0,WNW,5.0,Wanliu,9.437301168784984
1000,2013,4,11,15,15.0,25.0,9.996,46.1925,,85.0374,17.5,1010.2,-8.6,0.0,WNW,4.2,Wanliu,8.81594953419551
1001,2013,4,11,16,7.0,22.0,10.0,52.0,200.0,83.3238,18.1,1010.3,-11.8,0.0,NW,2.3,Wanliu,8.23916648498205
1002,2013,4,11,17,7.0,22.0,10.0,52.0,200.0,82.0386,16.7,1010.4,-12.9,0.0,NW,2.5,Wanliu,8.23916648498205
1003,2013,4,11,18,5.0,33.0,10.0,66.0,200.0,77.112,14.9,1010.7,-13.3,0.0,NNE,2.0,Wanliu,10.181096799748317
1004,2013,4,11,19,8.0,49.0,10.0,63.0,300.0,74.3274,11.4,1011.3,-10.8,0.0,ESE,0.8,Wanliu,17.230754431820017
1005,2013,4,11,20,8.0,48.0,10.0,62.0,400.0,50.7654,8.5,1011.9,-1.6,0.0,W,1.0,Wanliu,21.901236288109274
1006,2013,4,11,21,26.0,102.0,13.0,129.0,900.0,1.9278,7.1,1012.2,-4.4,0.0,W,0.2,Wanliu,54.49924676572405
1007,2013,4,11,22,34.0,109.0,18.0,142.0,1200.0,2.0,6.0,1012.3,-3.1,0.0,SW,1.0,Wanliu,66.63648434842031
1008,2013,4,11,23,46.0,142.0,21.0,150.0,1200.0,2.0,5.7,1012.1,-3.4,0.0,SW,1.7,Wanliu,81.06122039143813
1009,2013,4,12,0,46.0,113.0,20.0,153.0,1000.0,2.0,7.8,1011.6,-3.7,0.0,SW,1.5,Wanliu,61.63732678355434
1010,2013,4,12,1,46.0,158.0,25.0,152.0,900.0,2.0,6.1,1011.2,-1.6,0.0,WNW,0.8,Wanliu,75.94135867046953
1011,2013,4,12,2,50.0,145.0,30.0,149.0,700.0,2.0,5.6,1010.8,-3.2,0.0,ENE,0.6,Wanliu,66.21986750220864
1012,2013,4,12,3,50.0,146.0,30.0,145.0,600.0,2.0,4.6,1010.5,-3.9,0.0,NE,1.0,Wanliu,60.57534708063208
1013,2013,4,12,4,52.0,187.0,29.0,139.0,700.0,2.0,3.3,1010.4,-4.7,0.0,NE,1.1,Wanliu,74.95839784620432
1014,2013,4,12,5,45.0,127.0,20.0,130.0,700.0,2.0,4.1,1010.5,-6.2,0.0,NE,0.6,Wanliu,53.274069561385204
1015,2013,4,12,6,50.0,126.0,17.0,121.0,600.0,2.0,5.7,1011.0,-5.9,0.0,NE,1.1,Wanliu,46.04768174091111
1016,2013,4,12,7,32.0,70.0,18.0,116.0,900.0,2.0,10.2,1010.7,-6.6,0.0,SE,1.1,Wanliu,45.8026417382257
